score,text
157.68497727193278,They asked me to be at West Point on June 13th amp I will be there 
267.0949203953439,RT WhiteHouse All of American society is engaged and mobilized in the war against the invisible enemy While we must remain vigilant it
262.08961964085387,RT GOPChairwoman Were seeing enthusiasm like this all across the country Thank you to all the realDonaldTrump supporters who pitched i
67.16618210923083,Laura just another Fake News Report 
413.243359458462,Does anybody get the meaning of what a socalled Noble not Nobel Prize is especially as it pertains to Reporters and Journalists Noble is defined as having or showing fine personal qualities or high moral principles and ideals Does sarcasm ever work
483.6511705343833,Reports that HHS Secretary AlexAzar is going to be fired by me are Fake News The Lamestream Media knows this but they are desperate to create the perception of chaos amp havoc in the minds of the public They never even called to ask Alex is doing an excellent job
494.0585661584198,fraud donnabrazile and others who are even worse Chris Wallace is nastier to Republicans than even Deface the Nation or Sleepy Eyes The people who are watching FoxNews in record numbers thank you President Trump are angry They want an alternative now So do I
469.06488048124896,Even the Radical Left Do Nothing Democrats laughed at the Fox suggestion No respect for the people running FoxNews But Fox keeps on plugging to try and become politically correct They put RINO Paul Ryan on their Board They hire debate questions to Crooked Hillary
483.4934510886136,FoxNews just doesnt get whats happening They are being fed Democrat talking points and they play them without hesitation or research They forgot that Fake News CNN amp MSDNC wouldnt let FoxNews participate even a little bit in the poor ratings Democrat Debates
359.1778441674346,Lawsuits should be brought against all including the Fake News Organizations to rectify this terrible injustice For all of the great lawyers out there do we have any takers When will the Noble Committee Act Better be fast
414.9077296261486,to the REAL REPORTERS amp JOURNALISTS who got it right I can give the Committee a very comprehensive list When will the Noble Committee DEMAND the Prizes back especially since they were gotten under fraud The reporters and Lamestream Media knew the truth all along
484.6374761772351,When will all of the reporters who have received Noble Prizes for their work on Russia Russia Russia only to have been proven totally wrong and in fact it was the other side who committed the crimes be turning back their cherished Nobles so that they can be given
486.6471056660962,schedule and eating habits written by a third rate reporter who knows nothing about me I will often be in the Oval Office late into the night amp read amp see that I am angrily eating a hamburger amp Diet Coke in my bedroom People with me are always stunned Anything to demean
501.16879448160034,I work from early in the morning until late at night havent left the White House in many months except to launch Hospital Ship Comfort in order to take care of Trade Deals Military Rebuilding etc and then I read a phony story in the failing nytimes about my work
522.3829333397698,The people that know me and know the history of our Country say that I am  the hardest working President in history I dont know about that but I am a hard worker and have probably gotten more done in the first 3 1/2 years than any President in history The Fake News hates it
496.36140992421366,schedule and eating habits written by a third rate reporter who knows nothing about me I will often be in the Oval Office late into the night amp read amp see that I am angrily eating a hamberger amp Diet Coke in my bedroom People with me are always stunned Anything to demean
501.16879448160034,I work from early in the morning until late at night havent left the White House in many months except to launch Hospital Ship Comfort in order to take care of Trade Deals Military Rebuilding etc and then I read a phony story in the failing nytimes about my work
225.41797090887604,CardinalDolan  Thank you for a great call yesterday with Catholic Leaders and a great Service today from StPatsNYC
232.443294285174,CardinalDolan  Thank you for a great call yesterday with Catholic Leaders and a great Service today from stpatrickscath
96.47616947063023,Happy Birthday to Melania our great First Lady
416.33042628674764,Had a great call with Catholic Leaders and Educators earlier today I will be online tomorrow at 1015 AM Eastern for Sunday Mass celebrated by CardinalDolan at St Patricks Cathedral StPatsNYC in New York City Join me 
487.00802422650247,I never said the pandemic was a Hoax Who would say such a thing I said that the Do Nothing Democrats together with their Mainstream Media partners are the Hoax They have been called out amp embarrassed on this even admitting they were wrong but continue to spread the lie
180.5791207276883,Remember the Cure cant be worse than the problem itself Be careful be safe use common sense
421.919273656521,What is the purpose of having White House News Conferences when the Lamestream Media asks nothing but hostile questions amp then refuses to report the truth or facts accurately They get record ratings amp the American people get nothing but Fake News Not worth the time amp effort
423.7984164849413,Was just informed that the Fake News from the Thursday White House Press Conference had me speaking amp asking questions of Dr Deborah Birx Wrong I was speaking to our Laboratory expert not Deborah about sunlight etc amp the CoronaVirus The Lamestream Media is corrupt amp sick
394.9646345654822,If the Wall Street Journal Editorial writers had called as they should have they would have easily found that I was NOT happy with the Georgia Governor on Tuesday night You said the opposite and got it wrong as you often do
528.8928418906933,The Do Nothing Democrats are spending much of their money on Fake Ads I never said that the CoronaVirus is a Hoax I said that the Democrats and the way they lied about it are a Hoax Also it did start with one person from China and then grew amp will be a Miracle end
287.53897731272366,We have now Tested more than 5 Million People That is more than any other country in the World and even more than  all major countries combined
514.9209749052695,It is a wonderful feeling to know that our States are loaded up with Ventilators many brand new and high quality just off of our production lines and that we are now in a position to help other countries that so desperately need them Every person needing a Ventilator got one
283.7672214515191,Just spoke to Prime Minister Abiy Ahmed Ali of Ethiopia His Country needs Ventilators and the US is in good position to help him We will
220.39722532812053,RT CDCgov States tribal local amp territorial officials Resources are available to help quickly identify new COVID19 cases break chai
258.1139193446223,RT CDCgov Tribal leaders You can help safeguard your communities from COVID19 during funerals and burials Actions like social distanci
275.8059937282734,RT CDCgov New COVIDNET data reported more than 6000 COVID19 hospitalizations Of these almost 2000 had race/ethnicity info When com
283.325145808818,RT CDCgov Adults age 65 and those with underlying health conditions are at higher risk for severe illness from COVID19 Learn more in t
284.8492330362686,RT CDCgov Looking for CDC COVID19 resources for sharing on social media CDCs social media toolkit provides free sample messages and g
280.49538295983945,RT HHSGov As SurgeonGeneral explains telemedicine doesn't just help providers deliver care during the COVID19 outbreak  it can also
263.5895774539902,RT NIH Plasma is the liquid part of blood Ppl who have recovered from COVID19 may have antibodies proteins the immune system makes aft
276.3620552892778,RT CDCgov Were still learning about how COVID19 affects animals but it appears that people can spread the virus to animals in some sit
245.38644430148415,RT DepSecHargan ICYMI Last week VP announced that the administration is encouraging patients who have fully recovered from COVID19 to
288.23199704458,RT CDCgov The latest COVIDView report shows that adults 65 and older are experiencing the highest rates of COVID19associated hospitali
279.0934598649045,RT CDCgov Feeling sick Answer a few questions about your symptoms using Clara CDCs Coronavirus SelfChecker to help you decide if yo
270.9475888764303,RT CDCgov Household cleaners and disinfectants can cause health problems when not used properly Follow the instructions on the product l
395.75953693486224,Many testing sites are and have been open amp available Just passed 5 Million Tests far more than any other country in the world In fact more than all other major countries combined Dont believe the Fake News 
385.03852131529015,Thank you to the people of Colorado for the warm and gracious notes and letters sent to me for all of the Ventilators we got for you It was my great honor SenCoryGardner
66.82382000680187,TripleH is a total winner 
313.44249913358175,Thank you to William Perry Pendley of the Bureau of Land Management Great job on TuckerCarlson describing some of the most beautiful land in the world FoxNews
242.9864291034926,RT CDCgov The latest CDC COVIDView report with new hospitalization data on race/ethnicity by age is now available 
292.08740610807234,RT CDCgov If you have diabetes you are at higher risk for getting seriously ill from coronavirus Learn how you can take steps to prote
115.59713027223677,RT WhiteHouse LIVE Press Briefing with Coronavirus Task Force 
158.05106439619365,I will be having a White House Press Conference today at 530 PM Thank you
443.4205476589497,I will never let our Post Office fail It has been mismanaged for years especially since the advent of the internet and modernday technology The people that work there are great and were going to keep them happy healthy and well
249.36436485459734,RT HouseGOP  President Trump just signed the Paycheck Protection Program and Health Care Enhancement Act to empower American families w
228.77355435558013,RT FinancialCmte BREAKING President RealDonaldTrump just signed legislation to support Americas SmallBiz with additional PPPLoans
290.1614554066734,RT SenateGOP  SIGNEDPresident realdonaldtrump just signed Phase 35 of coronavirus relief legislation into lawHere's what it inclu
383.85165977948463,Great conversation with President Lenin Moreno of the Republic of Ecuador We will be sending them desperately needed Ventilators of which we have recently manufactured many and helping them in other ways They are fighting hard against CoronaVirus
240.93982047392697,RT realDonaldTrump Getting VERY good reviews of the job the Federal Government is doing on CoronaVirus Ventilators building hospitals
313.5689834963439,Just spoke to President Juan Orlando Hernandez of the Republic of Honduras We work closely together on the Southern Border Will be helping him with his request for Ventilators and Testing
403.8097887013808,Great conversation with President Lenin Moreno of the Republic of Equador We will be sending them desperately needed Ventilators of which we have recently manufactured many and helping them in other ways They are fighting hard against CoronaVirus
487.6175633434382,Great News Randall Stephenson the CEO of heavily indebted ATampT which owns and presides over Fake News CNN is leaving or was forced out Anyone who lets a garbage network do and say the things that CNN does should leave ASAP Hopefully replacement will be much better
483.5294815450401,I or VP never gave Governor Brian Kemp an OK on those few businesses outside of the Guidelines FAKE NEWS Spas beauty salons tattoo parlors amp barber shops should take a little slower path but I told the Governor to do what is right for the great people of Georgia amp USA
335.8493241366121,Just spoke to President Nayib Bukele of El Salvador Will be helping them with Ventilators which are desperately needed They have worked well with us on immigration at the Southern Border
276.98983050581666,Just spoke to my friend President Joko Widodo of the Republic of Indonesia Asking for Ventilators which we will provide Great cooperation between us
400.4455139450147,Great conversation with President Lenin Moreno of the Republic if Equador We will be sending them desperately needed Ventilators of which we have recently manufactured many and helping them in other ways They are fighting hard against CoronaVirus
192.02791449711606,Our Country wants to move safely forward There is a tremendous pent up demand We will open big
340.60508542743133,The Fake and totally corrupt News is after her as a means of getting to me Shes smart and strong knows the truth Already a heroine to many 
226.59346284119678,RT GeraldoRivera Ifas VP tells me on our radio interview this morningthe worst is behind us amp entire epidemic will be largely behind
262.44572232445944,RT GOPChairwoman We have a decision as to who will restore our economy after this pandemic realDonaldTrump has already done it once
86.19206937404384,RT realDonaldTrump Important news
435.3652982816643,Getting VERY good reviews of the job the Federal Government is doing on CoronaVirus Ventilators building hospitals beds and yes Testing have been handled incredibly well Testing is getting exponentially better every day Love seeing our Country safely opening up
291.18131093270006,RT DonaldJTrumpJr After the pandemic passes and we can fire up our economic engine Im truly looking forward to watching realDonaldTrump
36.712224860010295,Important news 
221.5880281271194,RT CLewandowski Thank you realDonaldTrump for forcing Harvard to return the money  I never get tired of winning
242.8533822859342,RT MikePence Yesterday I had the privilege of visiting GEHealthcare in Wisconsin to see American industry and American workers at thei
285.32082858471307,RT seanhannity In retrospect every democrat amp everyone in the media mob needs to be asked if realDonaldTrump s travel ban 10 days afte
227.797136734298,RT GOPChairwoman At a time when many Americans are enduring significant economic challenges this bill will help small business and keep
292.41009482969025,RT MikePence President realDonaldTrump amp the entire Admin are pleased at the passage of the Paycheck Protection Program in the House I
74.6217613942069,Disgraceful Should join the Republican Party 
459.28653315493557,Governor JimJusticeWV is a tremendous fighter for the incredible people of West Virginia Big Jim is strong on Life the Second Amendment and Building the Wall With Governors like Jim America will recover and get back to business Jim has my Complete and Total Endorsement
352.08223900465856,Congressman SteveStivers is doing a terrific job for the People of Ohio He defends our Borders Supports our Veterans Strong on Crime and the Second Amendment Steve has my Complete and Total Endorsement
419.3069713081864,Congressman Bill Posey is a tremendous fighter for the Great State of Florida He is a big supporter of our MAGA Agenda  Strong on Crime the Second Amendment and Loves our Veterans and Law Enforcement Bill has my Complete and Total Endorsement
457.81692861267095,Congressman MikeTurnerOH is a strong supporter and fighter for the People of Ohio He will help us MAGA Hes Strong on the Border Tough on Crime will Protect our Vets and our GREAT Second Amendment Mike has my Complete and Total Endorsement 
410.4501089684769,Congressman TroyBalderson is doing a GREAT job for the People of Ohio He will always Protect your 2A Defend our Borders and Support Small Business  a great supporter of the MAGA Agenda Troy has my Complete and Total Endorsement 
348.4769662875366,Congressman DaveJoyceOH14 is a tremendous fighter for the Great State of Ohio He is Tough on Crime our Border Second Amendment and helps us Combat Illegal Drugs David has my Complete and Total Endorsement 
414.55671596988486,Congressman BradWenstrup is doing a tremendous job for the People of Ohio Hes a proud Veteran and is Strong on the Border Tough on Crime the Second Amendment and Supports Small Business Brad has my Complete and Total Endorsement
172.42834399288373,My cochair in Utah and a really great guy Sean has my Complete and Total Endorsement
407.15260485808597,Utah Attorney General Sean Reyes SeanReyesUT is a fighter and hard worker for the Great State of Utah He is a big supporter of our MAGA Agenda  Strong on Crime the Second Amendment and Loves our Law Enforcement
307.3897466157529,Congressman John Curtis CurtisUT gets things done for Utah John fights for Small Businesses will Lower your Taxes and will protect your Second Amendment He has my Complete and Total Endorsement
216.73819936656602,Hes 100 prolife strong on 2A and Loves our Military and Vets Chris has my Complete and Total Endorsement 
308.4893540896599,Congressman Chris Stewart StewartforUtah is a tremendous fighter for Utah He served our Country in the US Air Force and has been a strong supporter of our MAGA Agenda
349.0249104079607,Congressman Warren Davidson VoteDavidson is working very hard for the people of Ohio Hes a strong supporter of our Military Vets Second Amendment and MAGA Agenda Warren has my Complete and Total Endorsement 
73.37714749235526,Bill has my Complete and Total Endorsement 
409.0715493739631,Congressman Bill Johnson JohnsonLeads is an incredible fighter for the Great State of Ohio Hes a proud Veteran and a hard worker who Cares for our Veterans Supports Small Business and is Strong on the Border and Second Amendment
115.59713027223677,RT WhiteHouse LIVE Press Briefing with Coronavirus Task Force 
172.39852236931753,I will be having a White House Press Conference today at 545 PM Thank you
79.69516026076175,Fully signed and ready to go 
276.5861222174636,RT realDonaldTrump It is amazing that I became President of the United States with such a totally corrupt and dishonest Lamestream Media
249.37680211143038,RT realDonaldTrump 96 Approval Rating in the Republican Party Thank you This must also mean that most importantly we are doing a goo
158.9279820724335,Please study this closely We saved many lives with our fast action on CoronaVirus 
239.42695023217414,RT TeamTrump Harvard University says President realDonaldTrump is RIGHT that it would not have been appropriate for them to receive fund
129.52830822696376,We did it once we will quickly do it a second time 
254.39987201672193,RT TeamTrump President realDonaldTrump announced that the BlueAngels amp AFThunderbirds will be performing air shows across America in t
205.05269072631967,RT WhiteHouse President realDonaldTrump just signed a proclamation temporarily suspending immigration into the United StatesThis will
242.32079253564626,RT WhiteHouse President realDonaldTrump is suspending new immigrant visas to put American communities and workers FIRST as we move towar
85.36593374859507,Thank you to Harvard and all others 
250.5384287070188,RT GOPChairwoman We are determined to protect our African American Hispanic American and minority workers who have been hit so hard by
180.49550259109057,foxandfriends  We now have many Ventilators to spare Thank you to all 
231.8486683942755,RT WhiteHouse As President I am absolutely determined to deliver a great future for Americans of every race religion color and creed
115.59713027223677,RT WhiteHouse LIVE Press Briefing with Coronavirus Task Force 
172.39852236931753,I will be having a White House Press Conference today at 545 PM Thank you
140.87533600850085,RT WhiteHouse LIVE POTUS amp FLOTUS Participate in Tree Planting Ceremony 
139.34307528977874,RT Nvr4Get91101 realDonaldTrump POTUS 
226.14083581005175,CDC Director was totally misquoted by Fake News CNN on Covid 19 He will be putting out a statement
229.20209735681956,Another FALSE ad by the Do Nothing Democrats Almost all of their ads are False or Misleading and the Fake News loves it 
92.04014006079301,Sleepy Joe thought this was OK Not me 
269.4791434181042,I have instructed the United States Navy to shoot down and destroy any and all Iranian gunboats if they harass our ships at sea
404.24172314181624,States are safely coming back Our Country is starting to OPEN FOR BUSINESS again Special care is and always will be given to our beloved seniors except me Their lives will be better than everWE LOVE YOU ALL
224.6141704108779,Happy Birthday to the great Cindy Adams of the New York Post Cindy is 90 but looks 39 to me She is going strong
400.2067845879691,I will be signing my Executive Order prohibiting immigration into our Country today In the meantime even without this order our Southern Border aided substantially by the 170 miles of new Border Wall amp 27000 Mexican soldiers is very tight  including for human trafficking
220.4869708886807,Economic impact of Covid19 foxandfriends Very interesting analysis Light at the end of the tunnel Thank you
249.51346961786183,RT Scavino45 Memorandum on Providing Continued Federal Support for Governors Use of the National Guard to Respond to COVID19 and to Fa
238.47628361950422,RT Scavino45 With Excess National Supply Exchanges Will Allow US Hospitals to Continue Meeting Ventilator Demand via WhiteHouseCEA T
288.4138835345827,RT RepLeeZeldin Had a great meeting w/ realDonaldTrump today WhiteHouse to discuss the ongoing response to COVID19 Grateful for the p
141.53182794111117,RT realDonaldTrump BRILLIANT A MUST WATCH RepDanCrenshaw 
46.97926758747319,RT EricTrump  
151.8143100840226,Harvard should give back the money now Their whole endowment system should be looked at 
267.47401255963183,RT thehill President Trump I want Harvard to pay the money back okay If they won't do that then we won't do something else 
241.33776470563268,RT WhiteHouse The New York Metropolitan area has been the epicenter of the outbreak here in America and the Federal government has spare
184.4056083842854,RT WhiteHouse Earlier today President realDonaldTrump met with Governor Cuomo to discuss his statewide testing strategy 
235.2956254715948,RT WhiteHouse The bill passed in the Senate today will provide an additional 310 billion for the Paycheck Protection Program 
115.59713027223677,RT WhiteHouse LIVE Press Briefing with Coronavirus Task Force 
336.78610436232054,Great new book just out by the Former Director of Ice Tom Homan Defend the Border and Save Lives Solving Our Most Important Humanitarian and Security Crisis Great guy get your copy today 
158.05106439619365,I will be having a White House Press Conference today at 530 PM Thank you
325.49308361027056,to State/Local Governments for lost revenues from COVID 19 much needed Infrastructure Investments for Bridges Tunnels Broadband Tax Incentives for Restaurants Entertainment Sports and Payroll Tax Cuts to increase Economic Growth
431.28014620442565,I urge the Senate and House to pass the Paycheck Protection Program and Health Care Enhancement Act with additional funding for PPP Hospitals and Testing After I sign this Bill we will begin discussions on the next Legislative Initiative with fiscal relief
168.033212211589,RT SexCounseling How apropos that the Witch is behind the Witch Hunt
297.33407517200305,RT SexCounseling realDonaldTrump The States need to step up their own testing and take responsibility and if they can't perhaps the pol
451.32327613727983,We will never let the great US Oil amp Gas Industry down I have instructed the Secretary of Energy and Secretary of the Treasury to formulate a plan which will make funds available so that these very important companies and jobs will be secured long into the future
302.3887646239675,96 Approval Rating in the Republican Party Thank you This must also mean that most importantly we are doing a good great job in the handling of the Pandemic
450.7067835675429,Ive had great ratings my whole life theres nothing unusual about that for me The White House News Conference ratings are through the roofMonday Night Football Bachelor Finale  nytimes but I dont care about that I care about going around the Fake News to the PEOPLE
485.61364820324906,It is amazing that I became President of the United States with such a totally corrupt and dishonest Lamestream Media going after me all day and all night Either Im really good far better than the Fake News wants to admit or they dont have nearly the power as once thought
522.1995947188087,Watched the first 5 minutes of poorly rated Morning Psycho on MSDNC just to see if he is as nuts as people are saying Hes worse Such hatred and contempt I used to do his show all the time before the 2016 election then cut him off Wasnt worth the effort his mind is shot
280.3975749419736,RT realDonaldTrump In light of the attack from the Invisible Enemy as well as the need to protect the jobs of our GREAT American Citizen
271.9951377432297,RT realDonaldTrump MikeGarcia2020 will be a tremendous fighter for the US and the State of California An Annapolis graduate he serv
240.38316312311983,RT realDonaldTrump He is Strong on Crime the Border and Second Amendment Mike has my Complete and Total Endorsement Turn your Ball
277.5245247730162,RT realDonaldTrump Tom Tiffany TomTiffanyWI is a Great Advocate for the incredible people of Wisconsin WI07 We need Tom in Congress
262.2807386480238,RT realDonaldTrump He is Strong on Crime the Border and Second Amendment Tom has deep roots in Wisconsin is a big Tax Cutter and
291.8620690368441,RT JimInhofe Our farmers and ranchers are instrumental to Oklahomas economy and theyve been hit hard by COVID19 This funding will bri
274.3523718928809,RT senatemajldr Its been four days since the Paycheck Protection Program ran dry Republicans have been trying to fund this jobsaving p
259.62683549837016,RT WhiteHouse At a time when millions of American workers and families are struggling with the financial consequences of the virus it's
56.68876972620444,RT GreggJarrett 
156.4422651468566,RT GreggJarrett Does Google have Hillary Clintons Bleach Bit Emails 
158.15619332420303,RT GreggJarrett Schumers Pathetic Attempt to Chastise Trump Backfires 
244.01380761049498,RT GreggJarrett Footnotes from IG Report Soon To Be Declassified Show FBI Gave False Picture in Briefing Materials to Congress 
198.78707389612833,RT GreggJarrett New Evidence Confirms That The Russia Probe Against realDonaldTrump Was A Witch Hunt 
163.9172249363524,RT GreggJarrett ClintonFunded Russian Disinformation Drove The Witch Hunt Against Trump 
134.99419646212627,RT GreggJarrett More Russia Spygate Indictments Coming This Week 
65.07895899554885,Great Alan They are Fake News 
221.4114224600856,RT TrumpWarRoom General Motors's first ventilators arrived Friday at hospitals just 1 month after conversations about the possibility of
158.05223685033542,7 Devastating Revelations About Crossfire Hurricane In New Releases The greatest political scam in American history
